Listed Company's English Name,Listed Company's Chinese Name,Stock Code,Listing Status,Director's English Name,Director's Chinese Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd)
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,FAN Man Seung Vanessa,范敏嫦,Executive Director,,2007-10-16,2008-01-21
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,LAW Ka Ming Michael,羅家明,Independent Non Executive Director,,2007-10-16,2008-01-21
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,LEUNG Shu Yin William,梁樹賢,Independent Non Executive Director - A/F,,2005-02-01,2008-01-21
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,WONG Chi Fai,黃志輝,Executive Director,,2007-10-16,2008-01-21
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,YIP Kam Man,葉錦雯,Independent Non Executive Director,,2007-10-16,2008-01-21
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,KEIR James,,Independent Non Executive Director,,2004-09-28,2007-10-16
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,KONG Ho Pak,江可伯,Executive Director,Chairman,1999-11-25,2007-10-16
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,LEE Tsoh Ching Jonathan,李作勤,Independent Non Executive Director,,2004-09-28,2007-10-16
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,LING Tai Yuk John,林太珏,Executive Director,CEO,1999-11-25,2007-10-16
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,NG Tze Kin,吳梓堅,Non Executive Director,,2004-04-28,2007-10-16
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,PANG Hon Chung,彭漢中,Executive Director,,2000-06-28,2007-10-16
International Business Settlement Holdings Limited,國際商業結算控股有限公司,147,Current,CHAU Wai Yin Jonathan,周威彥,Non Executive Director,,2005-02-01,2007-08-24
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,CHAN Kwok Keung Charles,陳國強,Executive Director,,2021-11-29,
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,CHAN Pak Cheong Afonso,陳百祥,Independent Non Executive Director - A/F,,2015-08-14,
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,CHAN Yiu Lun Alan,陳耀麟,Executive Director,,2010-03-01,
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,CHAU Mei Wah Rosanna,周美華,Non Executive Director,,2023-04-01,
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,CHEUNG Hon Kit,張漢傑,Executive Director,Chairman,2005-04-20,
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,IP Hon Wah,葉瀚華,Independent Non Executive Director,,2021-02-01,
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,LAW Hon Wa William,羅漢華,Executive Director,,2023-04-01,
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,SHEK Lai Him Abraham,石禮謙,Independent Non Executive Director,,2010-09-30,
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,CHAU Mei Wah Rosanna,周美華,Executive Director,,2021-11-29,2023-04-01
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,LAM Sau Fung,林秀鳳,Executive Director,,2021-02-01,2023-04-01
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,CHEUNG Chi Kit,張志傑,Executive Director,Managing Director,2006-08-17,2022-01-01
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,WONG Lai Shun Benny,黃禮順,Executive Director,,2014-12-15,2022-01-01
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,CHAN Fut Yan,陳佛恩,Non Executive Director,,2021-02-01,2021-09-10
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,KWOK Ka Lap Alva,郭嘉立,Independent Non Executive Director,,2001-10-29,2021-02-22
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,CHAN Fut Yan,陳佛恩,Executive Director,Managing Director,2005-04-20,2021-02-01
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,WONG Chi Keung Alvin,王志強,Independent Non Executive Director - A/F,,2003-05-20,2015-08-14
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,MA Chi Kong Karl,馬志剛,Non Executive Director,,2010-01-01,2013-04-17
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,LAI Tsan Tung David,賴贊東,Executive Director,,2006-08-17,2011-04-29
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,QIAO Xiao Dong,喬小東,Independent Non Executive Director,,2008-02-05,2010-09-30
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,MA Chi Kong Karl,馬志剛,Executive Director,,2007-05-30,2010-01-01
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,WONG Kam Cheong Stanley,黃錦昌,Executive Director,,2006-12-11,2008-09-01
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,CHUI Sai Cheong,崔世昌,Independent Non Executive Director,,2005-09-09,2008-02-05
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,HO Hau Chong Norman,何厚鏘,Non Executive Director,,2005-08-11,2007-09-12
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,LO Lin Shing Simon,魯連城,Non Executive Director,,2005-04-20,2007-09-12
ITC Properties Group Limited,德祥地產集團有限公司,199,Current,TSE Cho Tseung,謝祖翔,Executive Director,,2001-10-29,2006-03-31
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,CHEN Yun Jiang,陳雲江,Executive Director,Chairman,2022-06-17,
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,GE Yang,葛揚,Independent Non Executive Director,,2022-06-17,
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,LI Xiao Yan,李曉艷,Non Executive Director,,2021-06-17,
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,LIU Xiao Xing,劉曉星,Independent Non Executive Director,,2018-10-25,
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,MA Chung Lai Lawrence,馬忠禮,Non Executive Director,,2015-05-04,
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,WANG Feng,汪鋒,Executive Director,,2022-06-17,
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,WANG Ying Jian,王穎健,Non Executive Director,,2021-06-17,
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,WU Xin Hua,吳新華,Non Executive Director,,2016-10-27,
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,XU Guang Hua,徐光華,Independent Non Executive Director,,2021-06-17,
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,XU Hai Bei,徐海北,Non Executive Director,,2023-06-20,
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,YAO Yong Jia,姚永嘉,Executive Director,,2017-06-22,
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,YU Ming Yuan,虞明遠,Independent Non Executive Director,,2021-06-17,
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,ZHOU Shu Dong,周曙東,Independent Non Executive Director,,2018-06-21,
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,CHEN Yan Li,陳延禮,Non Executive Director,,2018-06-21,2023-03-24
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,LIN Hui,林輝,Independent Non Executive Director,,2016-06-02,2022-06-17
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,CHENG Xiao Guang,成曉光,Executive Director,Chairman,2020-04-23,2022-05-12
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,SUN Xi Bin,孫悉斌,Executive Director,Chairman,2018-10-25,2021-10-08
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,CHEN Liang,陳良,Independent Non Executive Director,,2015-05-04,2021-06-18
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,ZHANG Zhu Ting,張柱庭,Independent Non Executive Director,,2015-06-23,2021-06-18
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,CHEN Yong Bing,陳泳冰,Non Executive Director,,2018-06-21,2021-05-11
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,HU Yu,胡煜,Non Executive Director,,2015-05-04,2020-12-24
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,GU De Jun,顧德軍,Executive Director,Chairman,2016-10-27,2020-03-02
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,CHANG Qing,常青,Non Executive Director,,2016-02-25,2018-06-21
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,DU Wen Yi,杜文毅,Non Executive Director,,2008-06-06,2018-06-21
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,ZHANG Er Zhen,張二震,Independent Non Executive Director,,2012-06-19,2018-06-21
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,SHANG Hong,尚紅,Executive Director,,2016-02-25,2017-04-28
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,QIAN Yong Xiang,錢永祥,Executive Director,Chairman,2009-03-11,2016-08-26
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,ZHANG Yang,張楊,Non Executive Director,,2008-11-28,2016-08-26
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,GE Yang,葛揚,Independent Non Executive Director,,2015-05-04,2016-06-02
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,CHEN Xiang Hui,陳祥輝,Non Executive Director,,2004-06-28,2016-02-25
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,CHEN Dong Hua,陳冬華,Independent Non Executive Director,,2009-06-17,2015-06-23
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,CHENG CHANG Yung Tsung,鄭張永珍,Non Executive Director,,2009-10-20,2015-06-23
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,FANG Hung Kenneth,方鏗,Non Executive Director,,2009-10-20,2015-06-23
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,GAO Bo,高波,Independent Non Executive Director,,2009-10-20,2015-06-23
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,XU Chang Xin,許長新,Independent Non Executive Director,,2009-10-20,2015-06-23
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,YANG Gen Lin,楊根林,Non Executive Director,,2010-07-16,2014-12-31
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,FAN Cong Lai,范從來,Independent Non Executive Director,,2005-05-18,2012-06-19
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,SHEN Chang Quan,沈長全,Non Executive Director,Chairman,2001-04-09,2010-07-16
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,CHENG CHANG Yung Tsung,鄭張永珍,Independent Non Executive Director,,1997-04-02,2009-10-19
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,FANG Hung Kenneth,方鏗,Independent Non Executive Director,,2000-05-25,2009-10-19
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,CUI Xiao Long,崔小龍,Non Executive Director,,2001-04-09,2009-09-25
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,SUN Hong Ning,孫宏寧,Non Executive Director,,2003-05-15,2009-09-25
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,YANG Xiong Sheng,楊雄勝,Independent Non Executive Director - A/F,,2002-05-28,2009-06-17
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,XIE Jie Quan,謝家全,Executive Director,,2004-06-28,2008-10-24
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,FAN Yu Shu,範玉曙,Non Executive Director,,1997-04-02,2008-06-06
Jiangsu Expressway Company Limited,江蘇寧滬高速公路股份有限公司,177,Current,ZHANG Wen Sheng,張文盛,Non Executive Director,,2002-05-28,2007-10-16
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,GAO Jian Min,高建民,Executive Director,,1997-01-18,
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,LI Shui Di,李水弟,Independent Non Executive Director,,2022-10-18,
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,LIANG Qing,梁青,Executive Director,,2002-06-12,
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,LIU Fang Yun,劉方雲,Executive Director,,2020-06-10,
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,LIU Xi Ke,柳習科,Independent Non Executive Director - A/F,,2018-06-12,
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,WANG Bo,汪波,Executive Director,,2016-07-18,
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,WANG Feng,王豐,Independent Non Executive Director,,2021-06-08,
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,YU Tong,余彤,Executive Director,,2019-01-15,
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,ZHENG Guo Qing,鄭高清,Executive Director,Chairman,2019-03-22,
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,ZHOU Shao Bing,周少兵,Executive Director,,2022-10-18,
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,ZHU Xing Wen,朱星文,Independent Non Executive Director - A/F,,2019-01-15,
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,LIU Erh Fei,劉二飛,Independent Non Executive Director,,2016-07-18,2022-10-18
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,TU Shu Tian,涂書田,Independent Non Executive Director,,2015-01-12,2021-06-08
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,LONG Zi Ping,龍子平,Executive Director,Chairman,2013-06-14,2020-09-09
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,DONG Jia Hui,董家輝,Executive Director,,2018-06-12,2020-06-10
Jiangxi Copper Company Limited,江西銅業股份有限公司,358,Current,WU Jin Xing,吳金星,Executive Director,,2016-07-18,2019-01-15
